rva	name	size
d48f	?CreatePropertyValue@?$PropertyValueTraits@P$AAVString@Platform@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@P$AAVString@Platform@@$00@3@@Z	117
d504	?<Dispose>@?QIDisposable@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@U$AAAXXZ	25
d51d	?<Dispose>@?QIDisposable@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAAXXZ	30
d53b	?CreatePropertyValue@?$PropertyValueTraits@P$AAVObject@Platform@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@P$AAVObject@Platform@@$00@3@@Z	117
d5b0	?<Dispose>@?QIDisposable@Platform@@?$WriteOnlyArray@P$AAVObject@Platform@@$00@2@U$AAAXXZ	25
d5c9	?<Dispose>@?QIDisposable@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAAXXZ	30
d5e7	?CreatePropertyValue@?$PropertyValueTraits@VGuid@Platform@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VGuid@Platform@@$00@3@@Z	117
d65c	?CreatePropertyValue@?$PropertyValueTraits@VDateTime@Foundation@Windows@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VDateTime@Foundation@Windows@@$00@3@@Z	117
d6d1	?CreatePropertyValue@?$PropertyValueTraits@VTimeSpan@Foundation@Windows@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VTimeSpan@Foundation@Windows@@$00@3@@Z	117
d746	?CreatePropertyValue@?$PropertyValueTraits@VPoint@Foundation@Windows@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VPoint@Foundation@Windows@@$00@3@@Z	117
d7bb	?CreatePropertyValue@?$PropertyValueTraits@VSize@Foundation@Windows@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VSize@Foundation@Windows@@$00@3@@Z	117
d830	?CreatePropertyValue@?$PropertyValueTraits@VRect@Foundation@Windows@@@Details@Platform@@SAP$AAVObject@3@P$01$AAV?$Array@VRect@Foundation@Windows@@$00@3@@Z	117
d8a5	?CreatePropertyValue@Details@Platform@@YAJPAXPAPAUIPropertyValuePriv@@@Z	785
dbb6	?get_Type@CustomPropertyValueArray@Details@Platform@@UAGJPAW4PropertyType@Foundation@Windows@ABI@@@Z	103
dc1d	?get_IsNumericScalar@CustomPropertyValueArray@Details@Platform@@UAGJPAE@Z	98
dc7f	?GetUInt8Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAE@Z	96
dcdf	?GetInt16Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAF@Z	96
dd3f	?GetUInt16Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAG@Z	96
dd9f	?GetInt32Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAH@Z	96
ddff	?GetUInt32Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAI@Z	96
de5f	?GetInt64Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPA_J@Z	96
debf	?GetUInt64Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPA_K@Z	99
df22	?GetSingleArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAM@Z	99
df85	?GetDoubleArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAN@Z	99
dfe8	?GetChar16Array@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPA_W@Z	99
e04b	?GetBooleanArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAE@Z	99
e0ae	?GetStringArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAPAUHSTRING__@@@Z	99
e111	?GetInspectableArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAPAUIInspectable@@@Z	99
e174	?GetGuidArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAU_GUID@@@Z	99
e1d7	?GetDateTimeArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAUDateTime@Foundation@Windows@ABI@@@Z	99
e23a	?GetTimeSpanArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAUTimeSpan@Foundation@Windows@ABI@@@Z	99
e29d	?GetPointArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAUPoint@Foundation@Windows@ABI@@@Z	99
e300	?GetSizeArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAUSize@Foundation@Windows@ABI@@@Z	99
e363	?GetRectArray@CustomPropertyValueArray@Details@Platform@@UAGJPAIPAPAURect@Foundation@Windows@ABI@@@Z	99
e3c6	GetIBoxArrayVtable	8
e3ce	CreateValue	364
e58e	?CreateUInt8@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@E@Z	169
e637	?CreateInt16@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@F@Z	169
e6e0	?CreateUInt16@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@G@Z	169
e789	?CreateInt32@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@H@Z	169
e832	?CreateUInt32@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@I@Z	169
e8db	?CreateInt64@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@_J@Z	173
e988	?CreateUInt64@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@_K@Z	173
ea35	?CreateSingle@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@M@Z	173
eae2	?CreateDouble@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@N@Z	175
eb91	?CreateChar16@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@_W@Z	169
ec3a	?CreateBoolean@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@_N@Z	169
ece3	?CreateString@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@P$AAVString@5@@Z	117
ed58	?CreateGuid@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VGuid@5@@Z	181
ee0d	?CreateDateTime@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VDateTime@23@@Z	173
eeba	?CreateTimeSpan@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VTimeSpan@23@@Z	173
ef67	?CreatePoint@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VPoint@23@@Z	173
f014	?CreateSize@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VSize@23@@Z	173
f0c1	?CreateRect@PropertyValue@Foundation@Windows@@SAP$AAVObject@Platform@@VRect@23@@Z	181
f176	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@F$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
f226	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@F$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
f293	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@F$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
f2aa	?__abi_Platform_?$IBoxArray@_W____abi_get_Value@?Q?$IBoxArray@_W@Platform@@?$Array@_W$00@2@U$AAGJPAIPAPA_W@Z	84
f2fe	Catch@1000f2fe	17
f31c	Catch_All@1000f31c	5
f322	?__abi_QueryInterface@?QObject@Platform@@?$Array@F$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
f429	?__abi_GetIids@?QObject@Platform@@?$Array@F$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
f4b2	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@F$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
f4c9	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@G$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
f579	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@G$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
f5e6	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@G$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
f5fd	?__abi_QueryInterface@?QObject@Platform@@?$Array@G$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
f704	?__abi_GetIids@?QObject@Platform@@?$Array@G$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
f78d	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@G$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
f7a4	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@H$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
f854	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@H$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
f8c1	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@H$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
f8d8	?__abi_Platform_?$IBoxArray@H____abi_get_Value@?Q?$IBoxArray@H@Platform@@?$Array@H$00@2@U$AAGJPAIPAPAH@Z	84
f92c	Catch@1000f92c	17
f94a	Catch_All@1000f94a	5
f950	?__abi_QueryInterface@?QObject@Platform@@?$Array@H$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
fa57	?__abi_GetIids@?QObject@Platform@@?$Array@H$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
fae0	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@H$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
faf7	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@I$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
fba7	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@I$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
fc14	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@I$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
fc2b	?__abi_QueryInterface@?QObject@Platform@@?$Array@I$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
fd32	?__abi_GetIids@?QObject@Platform@@?$Array@I$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
fdbb	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@I$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
fdd2	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
fe82	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
feef	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@_J$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
ff06	?__abi_Platform_?$IBoxArray@_K____abi_get_Value@?Q?$IBoxArray@_K@Platform@@?$Array@_K$00@2@U$AAGJPAIPAPA_K@Z	84
ff5a	Catch@1000ff5a	17
ff78	Catch_All@1000ff78	5
ff7e	?__abi_QueryInterface@?QObject@Platform@@?$Array@_J$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
10085	?__abi_GetIids@?QObject@Platform@@?$Array@_J$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
1010e	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_J$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10125	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_K$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
101d5	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_K$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
10242	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@_K$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10259	?__abi_QueryInterface@?QObject@Platform@@?$Array@_K$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
10360	?__abi_GetIids@?QObject@Platform@@?$Array@_K$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
103e9	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_K$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10400	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@M$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
104b0	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@M$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
1051d	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@M$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10534	?__abi_Platform_?$IBoxArray@M____abi_get_Value@?Q?$IBoxArray@M@Platform@@?$Array@M$00@2@U$AAGJPAIPAPAM@Z	84
10588	Catch@10010588	17
105a6	Catch_All@100105a6	5
105ac	?__abi_QueryInterface@?QObject@Platform@@?$Array@M$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
106b3	?__abi_GetIids@?QObject@Platform@@?$Array@M$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
1073c	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@M$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10753	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@N$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
10803	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@N$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
10870	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@N$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10887	?__abi_Platform_?$IBoxArray@N____abi_get_Value@?Q?$IBoxArray@N@Platform@@?$Array@N$00@2@U$AAGJPAIPAPAN@Z	84
108db	Catch@100108db	17
108f9	Catch_All@100108f9	5
108ff	?__abi_QueryInterface@?QObject@Platform@@?$Array@N$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
10a06	?__abi_GetIids@?QObject@Platform@@?$Array@N$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
10a8f	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@N$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10aa6	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_W$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
10b56	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_W$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
10bc3	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@_W$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10bda	?__abi_QueryInterface@?QObject@Platform@@?$Array@_W$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
10ce1	?__abi_GetIids@?QObject@Platform@@?$Array@_W$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
10d6a	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_W$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10d81	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@_N$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
10e31	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@_N$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
10e9e	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@_N$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
10eb5	?__abi_QueryInterface@?QObject@Platform@@?$Array@_N$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
10fbc	?__abi_GetIids@?QObject@Platform@@?$Array@_N$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
11045	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@_N$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
1105c	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
1110c	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
11179	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@P$AAVString@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11190	?__abi_Platform_IDisposable____abi_<Dispose>@?QIDisposable@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAGJXZ	18
111a2	?__abi_Platform_?$IBoxArray@P$AAVString@Platform@@____abi_get_Value@?Q?$IBoxArray@P$AAVString@Platform@@@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAGJPAIPAPAP$AAVString@2@@Z	84
111f6	Catch@100111f6	17
11214	Catch_All@10011214	5
1121a	?__abi_QueryInterface@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
11321	?__abi_GetIids@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
113aa	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@P$AAVString@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
113c1	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@P$AAVObject@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
11471	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@P$AAVObject@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
114de	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@P$AAVObject@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
114f5	?__abi_Platform_IDisposable____abi_<Dispose>@?QIDisposable@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAGJXZ	28
11511	Catch@10011511	17
1152f	Catch_All@1001152f	5
11535	?__abi_Platform_?$IBoxArray@P$AAVObject@Platform@@____abi_get_Value@?Q?$IBoxArray@P$AAVObject@Platform@@@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAGJPAIPAPAP$AAVObject@2@@Z	84
11589	Catch@10011589	17
115a7	Catch_All@100115a7	5
115ad	?__abi_QueryInterface@?QObject@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
116b4	?__abi_GetIids@?QObject@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
1173d	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@P$AAVObject@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11754	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VGuid@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
11804	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VGuid@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
11871	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VGuid@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11888	?__abi_Platform_?$IBoxArray@VRect@Foundation@Windows@@____abi_get_Value@?Q?$IBoxArray@VRect@Foundation@Windows@@@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@U$AAGJPAIPAPAVRect@Foundation@Windows@@@Z	84
118dc	Catch@100118dc	17
118fa	Catch_All@100118fa	5
11900	?__abi_QueryInterface@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
11a07	?__abi_GetIids@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
11a90	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VGuid@Platform@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11aa7	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VDateTime@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
11b57	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VDateTime@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
11bc4	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VDateTime@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11bdb	?__abi_QueryInterface@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
11ce2	?__abi_GetIids@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
11d6b	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VDateTime@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11d82	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
11e32	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
11e9f	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
11eb6	?__abi_QueryInterface@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
11fbd	?__abi_GetIids@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
12046	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VTimeSpan@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
1205d	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VPoint@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
1210d	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VPoint@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
1217a	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VPoint@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
12191	?__abi_QueryInterface@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
12298	?__abi_GetIids@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
12321	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VPoint@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
12338	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VSize@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
123e8	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VSize@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
12455	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VSize@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
1246c	?__abi_QueryInterface@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
12573	?__abi_GetIids@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
125fc	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VSize@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
12613	?__abi_QueryInterface@?QObject@Platform@@?$WriteOnlyArray@VRect@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	176
126c3	?__abi_GetIids@?QObject@Platform@@?$WriteOnlyArray@VRect@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	109
12730	?__abi_GetRuntimeClassName@?QObject@Platform@@?$WriteOnlyArray@VRect@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
12747	?__abi_QueryInterface@?QObject@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@U$AAGJAAVGuid@2@PAPAX@Z	263
1284e	?__abi_GetIids@?QObject@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@U$AAGJPAKPAPAVGuid@2@@Z	137
128d7	?__abi_GetRuntimeClassName@?QObject@Platform@@?$Array@VRect@Foundation@Windows@@$00@2@U$AAGJPAPAUHSTRING__@@@Z	23
128ee	?__abi_Platform_Details_IPrintable____abi_ToString@?QIPrintable@Details@Platform@@Type@3@U$AAGJPAP$AAVString@3@@Z	51
12921	Catch@10012921	17
1293f	Catch_All@1001293f	5
12945	?__abi_Platform_Details_IEquatable____abi_Equals@?QIEquatable@Details@Platform@@Type@3@U$AAGJP$AAVObject@3@PA_N@Z	55
1297c	Catch@1001297c	17
1299a	Catch_All@1001299a	5
129a0	?__abi_Platform_Details_IEquatable____abi_GetHashCode@?QIEquatable@Details@Platform@@Type@3@U$AAGJPAH@Z	51
129d3	Catch@100129d3	17
129f1	Catch_All@100129f1	5
129f7	?__abi_QueryInterface@Type@Platform@@U$AAGJAAVGuid@2@PAPAX@Z	185
12ab0	?__abi_AddRef@Type@Platform@@U$AAGKXZ	18
12ac2	?__abi_Release@Type@Platform@@U$AAGKXZ	61
12aff	?__abi_GetIids@Type@Platform@@U$AAGJPAKPAPAVGuid@2@@Z	111
12b6e	?__abi_GetRuntimeClassName@Type@Platform@@U$AAGJPAPAUHSTRING__@@@Z	23
12b85	??1?$ComPtr@UIPropertyValuePriv@@@WRL@Microsoft@@QAE@XZ	16
12b95	?get@Value@?$IBoxArray@F@Platform@@U$AAAP$01$AAV?$Array@F$00@3@XZ	120
12c0e	?get@Value@?$IBoxArray@G@Platform@@U$AAAP$01$AAV?$Array@G$00@3@XZ	120
12c87	?get@Value@?$IBoxArray@H@Platform@@U$AAAP$01$AAV?$Array@H$00@3@XZ	120
12d00	?get@Value@?$IBoxArray@I@Platform@@U$AAAP$01$AAV?$Array@I$00@3@XZ	120
12d79	?get@Value@?$IBoxArray@_J@Platform@@U$AAAP$01$AAV?$Array@_J$00@3@XZ	120
12df2	?get@Value@?$IBoxArray@_K@Platform@@U$AAAP$01$AAV?$Array@_K$00@3@XZ	120
12e6b	?get@Value@?$IBoxArray@M@Platform@@U$AAAP$01$AAV?$Array@M$00@3@XZ	120
12ee4	?get@Value@?$IBoxArray@N@Platform@@U$AAAP$01$AAV?$Array@N$00@3@XZ	120
12f5d	?get@Value@?$IBoxArray@_W@Platform@@U$AAAP$01$AAV?$Array@_W$00@3@XZ	120
12fd6	?get@Value@?$IBoxArray@_N@Platform@@U$AAAP$01$AAV?$Array@_N$00@3@XZ	117
1304c	?get@Value@?$IBoxArray@P$AAVString@Platform@@@Platform@@U$AAAP$01$AAV?$Array@P$AAVString@Platform@@$00@3@XZ	120
130c5	?get@Value@?$IBoxArray@P$AAVObject@Platform@@@Platform@@U$AAAP$01$AAV?$Array@P$AAVObject@Platform@@$00@3@XZ	120
1313e	?get@Value@?$IBoxArray@VGuid@Platform@@@Platform@@U$AAAP$01$AAV?$Array@VGuid@Platform@@$00@3@XZ	120
131b7	?get@Value@?$IBoxArray@VDateTime@Foundation@Windows@@@Platform@@U$AAAP$01$AAV?$Array@VDateTime@Foundation@Windows@@$00@3@XZ	120
13230	?get@Value@?$IBoxArray@VTimeSpan@Foundation@Windows@@@Platform@@U$AAAP$01$AAV?$Array@VTimeSpan@Foundation@Windows@@$00@3@XZ	120
